Instance,Income
121798,4878.63
121799,161540.97
121800,40558.56
121801,153921.84
121802,140783.15
121803,304308.03
121804,100789.10
121805,82809.44
121806,86659.77
121807,82600.90
121808,57539.86
121809,103905.59
121810,20126.77
121811,721909.06
121812,185779.22
121813,28673.37
121814,153927.65
121815,9667.50
121816,24514.92
121817,43988.65
121818,225915.49
121819,31128.72
121820,197106.60
121821,844731.32
121822,7814.52
121823,56185.40
121824,100498.78
121825,38572.12
121826,43934.60
121827,12589.46
121828,36358.70
121829,235290.60
121830,229641.60
121831,37948.96
121832,146587.30
121833,35689.71
121834,79541.90
121835,6281.57
121836,173408.84
121837,61432.40
121838,36011.10
121839,40902.02
121840,28015.55
121841,123540.05
121842,28880.43
121843,18690.34
121844,30757.08
121845,93568.62
121846,46945.49
121847,395379.27
121848,322509.14
121849,134846.19
121850,96978.67
121851,16559.04
121852,57549.34
121853,94367.08
121854,86506.83
121855,121623.55
121856,41150.67
121857,209903.56
121858,55613.58
121859,36656.99
121860,108939.17
121861,367817.13
121862,26165.83
121863,52198.56
121864,122227.38
121865,131963.24
121866,101665.12
121867,60216.33
121868,29823.82
121869,28349.56
121870,18040.09
121871,431590.97
121872,33532.13
121873,278093.78
121874,47576.15
121875,242745.28
121876,238611.82
121877,152764.79
121878,438444.23
121879,31745.45
121880,299388.37
121881,148530.73
121882,37727.90
121883,105844.45
121884,63836.24
121885,77108.41
121886,31884.07
121887,58306.47
121888,569258.34
121889,49075.14
121890,95692.33
121891,17445.63
121892,26184.07
121893,91930.39
121894,30215.07
121895,173069.50
121896,17778.16
121897,4754.11
121898,24674.17
121899,116382.82
121900,225182.70
121901,166976.99
121902,269442.87
121903,47376.68
121904,129386.57
121905,29091.02
121906,26662.68
121907,572069.60
121908,70372.66
121909,235020.26
121910,12763.26
121911,159018.03
121912,47159.02
121913,351665.89
121914,63684.44
121915,38677.97
121916,300819.51
121917,45716.89
121918,72607.34
121919,137469.44
121920,77456.86
121921,671720.44
121922,66861.75
121923,4138.63
121924,28418.86
121925,22555.73
121926,58752.77
121927,30505.80
121928,42025.48
121929,43921.15
121930,100464.20
121931,250696.93
121932,221407.46
121933,27466.03
121934,218715.27
121935,29404.63
121936,20713.01
121937,67518.28
121938,68580.31
121939,117973.23
121940,64937.46
121941,19076.70
121942,103836.88
121943,174308.13
121944,91574.43
121945,58880.96
121946,69821.25
121947,277341.82
121948,32200.47
121949,19764.96
121950,59344.69
121951,26827.94
121952,149369.79
121953,20420.90
121954,98687.20
121955,49627.21
121956,65567.35
121957,283374.71
121958,47569.99
121959,214827.18
121960,16182.70
121961,62099.56
121962,35518.59
121963,11297.06
121964,163076.19
121965,81096.00
121966,146536.46
121967,17359.99
121968,52889.46
121969,103874.91
121970,101312.39
121971,38871.92
121972,36585.77
121973,133649.60
121974,127178.17
121975,58844.67
121976,86312.11
121977,117983.33
121978,158506.55
121979,33432.96
121980,28382.27
121981,45844.76
121982,40808.74
121983,48971.21
121984,61132.10
121985,144432.20
121986,40366.59
121987,107801.80
121988,625803.67
121989,26743.12
121990,34224.13
121991,35836.90
121992,189156.61
121993,19455.89
121994,137621.86
121995,28366.41
121996,46568.43
121997,58300.07
121998,53874.16
121999,30442.25
122000,60476.95
122001,268306.07
122002,105962.82
122003,88847.53
122004,50391.29
122005,23151.33
122006,108968.31
122007,194816.07
122008,32634.95
122009,30844.54
122010,44702.01
122011,12743.80
122012,349504.71
122013,95743.32
122014,63808.69
122015,1163163.75
122016,229793.08
122017,469861.41
122018,169476.86
122019,316454.99
122020,78725.35
122021,1189844.72
122022,70932.65
122023,266444.81
122024,51820.18
122025,325793.03
122026,28820.48
122027,32451.74
122028,471445.87
122029,40145.71
122030,41065.82
122031,317777.69
122032,29118.65
122033,29879.89
122034,14686.80
122035,49512.35
122036,51926.97
122037,30022.95
122038,197901.15
122039,11530.87
122040,25466.21
122041,289051.05
122042,73347.62
122043,29948.35
122044,83730.27
122045,178354.53
122046,30284.83
122047,109336.87
122048,340034.49
122049,34925.13
122050,305573.96
122051,65199.27
122052,62857.12
122053,50160.84
122054,91074.96
122055,105563.75
122056,39436.86
122057,95596.95
122058,299480.07
122059,384048.54
122060,94066.22
122061,358471.75
122062,48045.52
122063,74488.09
122064,239488.76
122065,70881.89
122066,165805.70
122067,117796.45
122068,300123.10
122069,63419.21
122070,255710.92
122071,116323.61
122072,253949.73
122073,162845.70
122074,43985.76
122075,78801.42
122076,42629.67
122077,161872.72
122078,47086.78
122079,34828.69
122080,157932.47
122081,39257.07
122082,26501.68
122083,11684.46
122084,22816.38
122085,362661.30
122086,21966.22
122087,135978.72
122088,35816.09
122089,216446.54
122090,77570.57
122091,218134.24
122092,227836.56
122093,56024.68
122094,97190.64
122095,14161.09
122096,52207.49
122097,312266.93
122098,48276.74
122099,110604.33
122100,23291.88
122101,11840.20
122102,41168.48
122103,180467.56
122104,198772.19
122105,35113.34
122106,164403.35
122107,27094.84
122108,48451.10
122109,83819.82
122110,138213.46
122111,36258.04
122112,24987.76
122113,111327.46
122114,115639.48
122115,45276.00
122116,98397.04
122117,248331.44
122118,101450.79
122119,207102.83
122120,48306.67
122121,51656.29
122122,284029.48
122123,104491.95
122124,66943.43
122125,27404.71
122126,518196.74
122127,27998.20
122128,141223.17
122129,504707.15
122130,60572.58
122131,22029.94
122132,20146.87
122133,164637.89
122134,5658.40
122135,6472.01
122136,40021.00
122137,113032.14
122138,28227.57
122139,301865.47
122140,222876.41
122141,31322.73
122142,97668.81
122143,23491.04
122144,45548.74
122145,23856.78
122146,68644.17
122147,60299.65
122148,17175.59
122149,127294.09
122150,109694.59
122151,210214.15
122152,205449.52
122153,30323.54
122154,30294.50
122155,38490.66
122156,11917.58
122157,602394.30
122158,65123.05
122159,74942.92
122160,46509.19
122161,104674.05
122162,121798.82
122163,16030.26
122164,143074.09
122165,56223.45
122166,150995.25
122167,68091.39
122168,106876.23
122169,117993.63
122170,97156.14
122171,67765.33
122172,114407.30
122173,95991.69
122174,70480.23
122175,116227.51
122176,158793.24
122177,37781.14
122178,15959.76
122179,58324.19
122180,131841.57
122181,92039.62
122182,715586.26
122183,40279.15
122184,76808.03
122185,79919.68
122186,20319.63
122187,6535.00
122188,11073.19
122189,47570.47
122190,55007.72
122191,43688.13
122192,31612.42
122193,163837.12
122194,55697.94
122195,57357.21
122196,64856.25
122197,23559.16
122198,44254.66
122199,103349.97
122200,16263.24
122201,21698.86
122202,70114.47
122203,14296.02
122204,18918.39
122205,215398.57
122206,82175.12
122207,20456.24
122208,206912.54
122209,27342.28
122210,26076.03
122211,52765.02
122212,54828.79
122213,47606.58
122214,92071.80
122215,59743.71
122216,140010.20
122217,200437.85
122218,14880.14
122219,20840.10
122220,60262.95
122221,40824.89
122222,99094.87
122223,28414.00
122224,82029.95
122225,91483.44
122226,36608.92
122227,115675.50
122228,55791.96
122229,78525.64
122230,144497.88
122231,59157.02
122232,115449.31
122233,26776.25
122234,33691.68
122235,89050.91
122236,9108.93
122237,76546.71
122238,73691.85
122239,52475.45
122240,49286.08
122241,45739.18
122242,40308.93
122243,192530.18
122244,252276.99
122245,164727.45
122246,30970.17
122247,741027.93
122248,144130.23
122249,86227.60
122250,51290.23
122251,27049.67
122252,10343.87
122253,7123.70
122254,82853.93
122255,157788.10
122256,153559.18
122257,58888.79
122258,1463847.02
122259,121078.41
122260,40071.95
122261,76457.23
122262,20523.95
122263,18962.23
122264,37993.25
122265,7275.76
122266,17142.28
122267,73378.73
122268,285403.64
122269,324233.93
122270,85358.49
122271,26556.64
122272,45224.94
122273,35705.14
122274,28033.90
122275,117321.74
122276,8844.96
122277,107111.67
122278,57704.50
122279,49464.63
122280,117401.90
122281,106803.17
122282,85747.54
122283,28416.01
122284,106707.88
122285,18822.31
122286,100647.90
122287,56396.51
122288,48467.77
122289,153326.78
122290,482851.88
122291,123562.54
122292,226559.17
122293,51674.67
122294,112902.93
122295,41236.46
122296,76137.75
122297,99365.28
122298,37491.72
122299,102626.75
122300,27576.56
122301,136275.99
122302,34706.55
122303,64460.28
122304,75391.36
122305,4238.10
122306,97172.95
122307,23834.58
122308,197658.72
122309,40320.17
122310,101718.91
122311,140186.53
122312,30355.51
122313,26124.37
122314,38761.49
122315,70429.14
122316,155369.40
122317,197446.26
122318,9951.59
122319,242033.42
122320,30092.37
122321,16793.60
122322,57768.44
122323,124701.72
122324,44605.81
122325,29313.64
122326,35001.85
122327,50000.16
122328,21144.36
122329,166100.75
122330,95931.72
122331,22797.21
122332,31863.78
122333,42221.71
122334,33401.79
122335,24602.33
122336,681914.55
122337,48118.93
122338,7748.86
122339,45008.97
122340,94540.78
122341,86271.79
122342,26705.66
122343,28475.12
122344,31500.52
122345,279187.21
122346,431292.47
122347,207757.32
122348,261714.65
122349,417987.20
122350,8745.71
122351,98206.93
122352,34318.96
122353,34308.56
122354,61628.07
122355,62496.81
122356,150923.78
122357,15391.07
122358,13438.43
122359,218177.39
122360,56508.39
122361,65292.44
122362,62757.94
122363,127314.94
122364,120133.77
122365,3003.97
122366,16597.51
122367,46899.86
122368,190534.19
122369,56735.99
122370,23607.84
122371,392444.65
122372,146971.40
122373,24717.43
122374,5586.53
122375,54773.66
122376,41917.05
122377,22138.12
122378,63050.70
122379,135241.78
122380,24272.28
122381,149267.06
122382,45591.97
122383,15509.31
122384,24826.08
122385,48274.15
122386,163773.75
122387,32138.03
122388,63214.62
122389,29808.20
122390,260371.67
122391,166635.88
122392,93342.71
122393,26001.31
122394,99664.10
122395,80039.20
122396,78120.31
122397,31172.44
122398,435901.36
122399,31876.25
122400,159140.89
122401,70541.68
122402,69042.71
122403,25225.96
122404,129570.81
122405,40211.07
122406,14714.02
122407,33797.44
122408,87487.88
122409,124452.66
122410,183739.75
122411,58573.48
122412,53126.67
122413,395212.80
122414,275913.35
122415,32066.47
122416,63794.16
122417,42366.67
122418,46078.43
122419,161603.66
122420,33732.72
122421,46987.79
122422,27367.74
122423,70908.45
122424,40441.99
122425,49778.07
122426,651729.64
122427,50899.86
122428,14043.77
122429,82244.22
122430,9484.49
122431,876452.82
122432,114236.33
122433,86573.85
122434,224113.29
122435,23443.08
122436,51758.03
122437,34702.10
122438,7832.19
122439,38167.39
122440,25961.74
122441,133077.27
122442,29389.40
122443,136543.81
122444,107597.82
122445,32691.06
122446,39091.02
122447,96973.85
122448,47714.10
122449,205538.76
122450,13791.49
122451,212124.30
122452,72190.64
122453,58486.36
122454,192439.34
122455,18569.85
122456,61968.09
122457,107431.18
122458,52272.06
122459,38890.13
122460,25663.97
122461,227732.25
122462,92191.76
122463,132289.72
122464,38955.38
122465,13423.10
122466,93478.75
122467,5774.78
122468,30516.34
122469,30645.41
122470,478251.07
122471,107635.87
122472,185057.15
122473,18453.11
122474,675734.42
122475,148008.62
122476,66745.58
122477,57999.43
122478,197497.16
122479,131426.82
122480,252049.86
122481,313710.50
122482,49702.81
122483,123352.39
122484,150956.37
122485,81365.42
122486,5246.68
122487,16862.28
122488,91010.96
122489,52729.33
122490,85099.31
122491,272011.65
122492,35259.96
122493,48400.36
122494,38231.34
122495,101319.55
122496,52259.59
122497,62276.44
122498,99988.54
122499,374870.56
122500,39525.52
122501,38361.12
122502,104206.57
122503,14439.55
122504,189427.84
122505,29598.26
122506,73680.34
122507,146929.32
122508,65082.52
122509,310546.51
122510,56526.65
122511,42934.48
122512,78877.15
122513,231466.49
122514,50191.44
122515,225664.04
122516,18368.15
122517,47490.91
122518,23663.99
122519,164379.42
122520,150674.37
122521,25297.34
122522,6037.51
122523,74147.58
122524,399065.54
122525,144846.01
122526,191896.49
122527,37318.13
122528,37420.48
122529,56054.76
122530,311029.77
122531,498683.26
122532,32362.13
122533,36660.16
122534,36565.92
122535,39102.51
122536,39709.60
122537,57455.98
122538,12183.16
122539,8974.68
122540,89419.67
122541,89004.05
122542,73302.80
122543,21535.18
122544,68201.26
122545,150755.24
122546,61153.79
122547,317757.55
122548,131056.13
122549,83249.39
122550,112313.24
122551,5459.39
122552,37381.32
122553,217590.62
122554,269540.80
122555,13527.08
122556,7985.28
122557,12447.64
122558,310453.02
122559,17925.91
122560,262342.16
122561,6139.43
122562,42117.16
122563,98728.50
122564,101799.97
122565,308191.81
122566,80452.73
122567,142112.67
122568,182644.56
122569,280407.49
122570,26497.81
122571,128660.56
122572,20105.96
122573,113472.86
122574,30333.17
122575,158354.94
122576,56223.82
122577,50665.12
122578,9142.71
122579,48293.32
122580,86266.65
122581,53166.84
122582,45917.03
122583,101957.96
122584,29819.75
122585,43910.35
122586,23845.78
122587,10733.86
122588,251217.02
122589,186981.30
122590,48357.43
122591,114289.13
122592,112322.97
122593,162462.66
122594,16583.07
122595,16935.20
122596,76153.96
122597,41054.25
122598,66712.84
122599,38362.75
122600,170286.21
122601,194240.14
122602,534854.36
122603,67240.17
122604,68695.68
122605,147022.25
122606,58804.24
122607,221968.48
122608,95101.13
122609,82601.27
122610,27593.16
122611,125074.92
122612,11231.00
122613,50137.42
122614,48816.74
122615,15769.28
122616,160903.91
122617,7850.78
122618,393968.02
122619,25675.04
122620,36870.32
122621,265352.96
122622,20119.90
122623,14107.13
122624,463841.38
122625,39282.68
122626,67225.47
122627,57051.44
122628,106227.43
122629,23231.49
122630,14425.56
122631,53567.39
122632,11626.24
122633,72952.81
122634,131077.18
122635,26097.59
122636,866553.26
122637,49158.35
122638,72249.30
122639,31218.11
122640,163326.97
122641,14364.76
122642,91209.66
122643,99488.53
122644,33055.25
122645,178677.96
122646,180273.59
122647,45000.94
122648,55285.37
122649,226200.86
122650,172938.68
122651,28024.28
122652,35148.47
122653,8996.53
122654,22303.32
122655,68504.74
122656,70402.62
122657,28229.43
122658,77864.91
122659,14010.38
122660,48088.49
122661,23379.90
122662,103807.59
122663,90239.64
122664,22543.62
122665,27508.80
122666,7327.80
122667,28110.23
122668,40442.17
122669,34332.65
122670,9723.46
122671,187807.78
122672,30464.57
122673,24521.16
122674,16972.04
122675,45885.35
122676,49802.77
122677,175845.26
122678,5911.96
122679,212751.02
122680,204330.30
122681,52231.17
122682,143946.93
122683,26260.30
122684,60702.81
122685,74794.28
122686,72457.70
122687,104310.18
122688,2590.00
122689,32737.06
122690,316402.77
122691,8460.03
122692,11136.91
122693,78108.36
122694,31886.27
122695,257171.69
122696,32613.77
122697,84788.85
122698,94883.05
122699,31746.89
122700,48379.70
122701,11527.51
122702,64191.75
122703,58914.36
122704,113097.51
122705,184427.10
122706,19613.73
122707,16718.20
122708,123572.78
122709,105117.55
122710,117393.56
122711,71514.21
122712,127191.09
122713,20288.39
122714,31903.11
122715,53186.95
122716,49648.88
122717,76152.93
122718,17060.78
122719,184585.22
122720,24435.25
122721,24220.28
122722,69840.21
122723,434158.67
122724,83503.85
122725,31636.45
122726,111712.40
122727,134294.57
122728,46854.50
122729,31749.09
122730,50141.23
122731,23267.90
122732,78188.23
122733,51404.42
122734,99112.05
122735,78285.37
122736,185936.95
122737,252066.34
122738,198066.91
122739,12780.66
122740,221243.32
122741,74153.80
122742,98659.87
122743,19021.89
122744,35976.86
122745,8558.73
122746,105489.82
122747,46879.64
122748,28393.38
122749,48270.77
122750,22546.65
122751,115841.60
122752,653369.82
122753,89080.33
122754,42510.51
122755,178230.69
122756,468124.67
122757,103197.58
122758,114605.97
122759,25327.70
122760,31643.89
122761,42876.86
122762,36391.40
122763,66429.95
122764,36885.96
122765,118935.91
122766,264830.45
122767,98908.61
122768,53547.94
122769,222658.18
122770,32976.00
122771,57189.54
122772,226796.79
122773,13426.76
122774,6159.10
122775,17151.43
122776,44438.48
122777,124975.87
122778,57947.35
122779,7519.74
122780,39965.48
122781,60288.48
122782,177031.43
122783,40871.46
122784,59377.05
122785,122090.46
122786,49052.37
122787,16510.03
122788,91569.18
122789,11079.54
122790,351162.52
122791,41997.35
122792,189137.99
122793,7994.83
122794,13019.88
122795,15477.25
122796,110830.46
122797,153068.21
122798,43813.21
122799,328550.06
122800,117037.78
122801,41348.26
122802,243045.29
122803,194076.62
122804,54036.64
122805,58184.07
122806,63395.98
122807,132899.57
122808,264137.35
122809,36423.71
122810,284844.46
122811,37760.44
122812,145923.07
122813,85237.36
122814,45774.98
122815,177311.78
122816,45588.91
122817,19306.99
122818,94449.98
122819,275145.36
122820,40530.72
122821,133949.82
122822,97521.44
122823,58628.45
122824,105853.82
122825,64376.95
122826,44690.39
122827,77837.73
122828,123326.50
122829,253070.34
122830,27373.22
122831,100987.62
122832,12979.95
122833,28197.54
122834,111129.63
122835,169020.95
122836,228929.22
122837,81649.04
122838,51953.22
122839,105960.33
122840,81199.56
122841,17262.32
122842,49295.34
122843,302842.94
122844,16244.93
122845,61797.06
122846,36657.28
122847,46543.25
122848,57913.79
122849,60390.97
122850,19747.94
122851,3953.46
122852,173638.76
122853,43700.76
122854,251036.99
122855,35351.98
122856,20848.11
122857,535899.84
122858,98292.33
122859,275286.17
122860,17141.18
122861,67812.77
122862,53642.80
122863,192742.35
122864,127593.39
122865,22348.18
122866,139888.25
122867,85773.66
122868,34674.14
122869,48286.36
122870,78893.74
122871,152183.19
122872,120248.49
122873,354305.89
122874,30589.66
122875,72726.66
122876,39231.13
122877,74242.76
122878,56286.62
122879,29274.77
122880,68106.90
122881,83296.80
122882,88404.12
122883,143622.31
122884,65666.40
122885,119290.42
122886,13720.25
122887,88555.01
122888,148744.69
122889,42326.60
122890,343003.66
122891,23609.58
122892,18515.16
122893,55027.86
122894,257528.13
122895,102397.33
122896,16272.28
122897,828999.42
122898,28996.08
122899,63286.76
122900,12565.88
122901,140013.40
122902,49999.94
122903,6258.14
122904,72915.48
122905,306836.27
122906,40313.93
122907,72889.68
122908,56840.44
122909,2483.91
122910,64126.27
122911,186609.89
122912,29091.20
122913,106217.06
122914,19717.93
122915,66470.22
122916,81745.14
122917,11719.24
122918,46890.86
122919,20195.77
122920,27881.39
122921,225481.15
122922,23954.53
122923,39105.62
122924,305108.04
122925,1286.99
122926,382033.66
122927,15244.00
122928,366956.27
122929,33663.10
122930,118067.11
122931,433329.48
122932,31342.01
122933,133129.81
122934,43362.51
122935,27493.63
122936,462102.46
122937,367299.09
122938,121039.57
122939,55190.61
122940,15325.77
122941,240927.96
122942,84616.48
122943,39895.50
122944,67010.45
122945,218569.12
122946,33015.82
122947,104672.04
122948,35042.61
122949,91207.03
122950,63215.70
122951,31126.31
122952,32416.22
122953,31073.37
122954,159819.50
122955,83834.12
122956,42101.74
122957,178328.65
122958,101722.22
122959,21447.34
122960,376875.58
122961,26202.94
122962,4265.06
122963,36975.67
122964,48004.55
122965,12389.18
122966,70487.96
122967,209225.54
122968,342166.44
122969,270340.39
122970,158951.13
122971,48825.42
122972,61876.93
122973,33413.57
122974,158289.32
122975,150711.33
122976,28766.89
122977,26682.24
122978,394650.55
122979,125383.37
122980,187048.22
122981,22947.46
122982,129835.97
122983,15813.54
122984,41408.48
122985,118379.44
122986,49864.40
122987,26758.52
122988,18582.23
122989,595117.39
122990,23968.95
122991,81268.77
122992,144338.86
122993,169999.33
122994,30212.61
122995,62788.01
122996,15074.42
122997,100691.62
122998,15075.20
122999,101935.69
123000,19518.52
123001,67965.19
123002,139930.24
123003,55375.29
123004,330443.07
123005,50363.20
123006,61250.66
123007,90538.06
123008,36292.92
123009,265633.29
123010,635386.11
123011,54357.04
123012,120795.13
123013,95746.69
123014,45272.97
123015,80137.62
123016,22251.26
123017,37643.73
123018,43426.27
123019,172923.48
123020,135379.44
123021,14483.34
123022,134208.83
123023,28258.90
123024,33679.93
123025,224254.58
123026,125445.10
123027,71840.59
123028,122500.69
123029,157076.65
123030,32807.28
123031,86691.51
123032,31903.63
123033,17402.91
123034,146238.35
123035,229884.45
123036,346931.28
123037,365992.19
123038,234179.13
123039,76007.77
123040,52085.89
123041,37060.43
123042,34003.69
123043,119689.96
123044,45155.77
123045,94708.75
123046,1161717.24
123047,103390.64
123048,4234.28
123049,16050.42
123050,563860.01
123051,17350.45
123052,54352.09
123053,36855.42
123054,23916.19
123055,101198.38
123056,31647.42
123057,92952.05
123058,33146.63
123059,160806.63
123060,528348.07
123061,60918.95
123062,171419.64
123063,131279.35
123064,46194.05
123065,79934.70
123066,42336.62
123067,60184.09
123068,171152.15
123069,17267.34
123070,115743.19
123071,167750.64
123072,6999.15
123073,26113.22
123074,226085.70
123075,241294.92
123076,44202.32
123077,56541.04
123078,9118.19
123079,81539.17
123080,65078.92
123081,73729.34
123082,198571.13
123083,27957.72
123084,49243.67
123085,99009.86
123086,35820.91
123087,33388.33
123088,55735.76
123089,33402.26
123090,242330.03
123091,61231.41
123092,18109.49
123093,32055.19
123094,109710.97
123095,285570.31
123096,37992.58
123097,52289.78
123098,446430.26
123099,125037.85
123100,260658.86
123101,841731.15
123102,37353.54
123103,22245.78
123104,913409.88
123105,34679.33
123106,477826.47
123107,727516.67
123108,320997.55
123109,7306.43
123110,63296.71
123111,137243.37
123112,136675.96
123113,63323.16
123114,61331.50
123115,120260.42
123116,36556.27
123117,30349.65
123118,147904.43
123119,208593.90
123120,160583.94
123121,152034.78
123122,19077.93
123123,24318.11
123124,27337.19
123125,92305.47
123126,294226.79
123127,179497.80
123128,10122.93
123129,31454.48
123130,94627.02
123131,39788.01
123132,37858.33
123133,1357100.98
123134,88447.97
123135,25959.61
123136,190326.62
123137,51298.77
123138,295898.53
123139,16529.89
123140,32200.44
123141,79284.68
123142,138967.11
123143,90662.36
123144,18631.58
123145,85047.63
123146,173765.49
123147,39569.13
123148,26531.03
123149,11602.24
123150,32900.99
123151,12267.21
123152,11739.73
123153,240697.56
123154,211774.20
123155,202389.66
123156,28811.59
123157,22714.31
123158,58365.49
123159,96720.46
123160,198509.61
123161,125018.22
123162,7104.12
123163,34276.44
123164,31505.70
123165,179410.89
123166,49399.97
123167,234957.71
123168,67677.96
123169,66586.67
123170,46552.18
123171,309076.51
123172,63427.74
123173,6757.51
123174,39876.86
123175,432719.41
123176,21831.26
123177,174566.29
123178,19111.50
123179,18298.69
123180,10464.93
123181,96540.44
123182,29723.76
123183,100647.34
123184,234480.60
123185,42414.68
123186,71651.08
123187,59077.86
123188,67487.48
123189,174762.85
123190,201865.89
123191,38451.95
123192,91566.36
123193,269951.53
123194,174823.88
123195,101934.45
123196,15811.51
123197,97938.24
123198,100230.97
123199,33725.86
123200,339297.26
123201,248457.18
123202,27914.41
123203,120296.09
123204,52748.27
123205,77471.15
123206,27162.30
123207,180837.01
123208,7197.74
123209,55272.31
123210,19712.89
123211,146256.56
123212,79200.67
123213,20763.39
123214,47474.64
123215,35821.76
123216,51193.91
123217,31263.09
123218,64959.32
123219,17431.39
123220,69072.40
123221,199856.39
123222,28997.47
123223,57609.82
123224,251930.06
123225,96250.05
123226,19836.93
123227,80000.59
123228,38339.11
123229,574221.53
123230,3625.75
123231,126946.13
123232,49533.33
123233,79338.84
123234,59520.68
123235,74641.81
123236,42494.65
123237,35474.51
123238,67840.67
123239,31408.48
123240,226201.99
123241,237818.76
123242,81485.04
123243,195828.15
123244,48210.37
123245,10811.26
123246,20297.65
123247,79144.76
123248,22674.61
123249,56014.90
123250,29054.72
123251,140796.08
123252,344976.00
123253,100064.46
123254,43504.06
123255,147183.05
123256,28979.66
123257,20874.82
123258,6375.68
123259,107520.74
123260,33609.21
123261,35888.02
123262,23085.21
123263,118815.66
123264,113705.76
123265,19775.63
123266,79323.12
123267,118893.23
123268,186307.72
123269,43843.82
123270,20627.96
123271,43327.03
123272,133539.30
123273,177678.28
123274,36916.53
123275,20067.88
123276,95861.17
123277,64827.89
123278,99252.01
123279,457300.28
123280,43387.28
123281,308665.64
123282,295704.38
123283,113567.87
123284,43060.01
123285,34547.58
123286,27657.53
123287,142975.39
123288,68504.32
123289,36329.05
123290,104148.83
123291,91747.62
123292,50768.84
123293,153231.80
123294,35487.62
123295,29251.56
123296,63136.04
123297,29059.64
123298,65143.29
123299,40203.66
123300,8445.36
123301,39044.56
123302,149966.93
123303,15108.33
123304,14413.43
123305,68216.10
123306,20278.27
123307,62427.49
123308,71799.69
123309,21494.57
123310,298092.94
123311,165220.14
123312,49251.61
123313,38941.75
123314,175884.73
123315,17945.52
123316,18077.20
123317,127162.53
123318,29256.32
123319,29049.85
123320,64789.13
123321,142078.50
123322,106931.81
123323,13528.47
123324,49518.28
123325,40589.91
123326,53723.50
123327,248267.21
123328,28985.41
123329,21821.09
123330,49992.61
123331,29903.98
123332,32182.05
123333,127224.55
123334,6234.04
123335,121722.98
123336,203774.46
123337,13324.97
123338,316094.12
123339,62995.68
123340,82026.17
123341,114984.89
123342,53120.11
123343,21886.38
123344,122629.67
123345,54572.05
123346,15325.36
123347,71072.37
123348,29924.74
123349,80962.01
123350,22635.54
123351,62718.88
123352,97789.24
123353,18397.10
123354,33848.92
123355,142249.79
123356,48044.82
123357,41236.91
123358,42263.96
123359,51423.93
123360,70824.36
123361,486458.45
123362,367991.15
123363,124699.13
123364,23445.87
123365,45484.83
123366,100599.39
123367,48568.25
123368,118430.50
123369,181397.48
123370,67322.11
123371,30062.29
123372,76185.28
123373,242291.79
123374,36552.10
123375,67340.43
123376,60420.20
123377,30889.60
123378,46190.03
123379,7810.07
123380,100068.95
123381,123899.82
123382,117410.23
123383,29240.66
123384,33743.05
123385,42428.02
123386,74624.29
123387,36213.16
123388,83303.01
123389,206062.48
123390,71659.15
123391,49512.01
123392,37386.63
123393,41476.33
123394,31056.10
123395,52974.03
123396,21001.01
123397,64256.17
123398,31763.72
123399,44575.16
123400,49838.03
123401,59931.56
123402,61270.92
123403,21738.47
123404,180489.90
123405,417826.16
123406,29420.47
123407,25027.28
123408,19566.59
123409,81874.69
123410,178732.22
123411,40919.80
123412,75369.99
123413,166456.24
123414,203951.47
123415,24908.28
123416,78495.50
123417,121161.87
123418,118034.46
123419,40920.90
123420,164337.13
123421,164880.32
123422,56222.97
123423,35488.79
123424,408095.81
123425,76630.05
123426,72446.63
123427,16765.42
123428,40566.68
123429,20959.82
123430,26951.45
123431,112973.28
123432,348301.29
123433,342194.07
123434,35152.50
123435,156215.60
123436,60588.89
123437,283576.97
123438,87738.07
123439,8423.54
123440,35323.13
123441,24778.80
123442,93514.74
123443,286638.86
123444,70976.42
123445,58132.63
123446,51164.95
123447,83841.66
123448,341326.40
123449,73413.02
123450,38056.24
123451,135177.06
123452,58159.88
123453,305115.25
123454,51802.46
123455,78291.07
123456,50251.46
123457,218050.81
123458,233668.35
123459,217927.67
123460,105886.73
123461,64319.22
123462,148470.10
123463,54741.87
123464,9411.26
123465,170014.63
123466,43203.11
123467,13103.92
123468,45951.36
123469,37766.12
123470,57540.53
123471,239684.01
123472,39892.71
123473,296437.35
123474,132384.05
123475,161946.83
123476,70022.72
123477,87911.68
123478,59739.19
123479,51005.36
123480,88691.18
123481,137071.44
123482,73108.31
123483,75288.81
123484,113971.28
123485,35088.77
123486,235802.50
123487,201286.14
123488,32266.76
123489,31154.62
123490,110829.40
123491,58287.57
123492,22673.91
123493,157069.43
123494,38886.28
123495,33883.50
123496,264663.07
123497,79259.12
123498,30756.37
123499,57250.12
123500,138917.94
123501,76338.15
123502,56425.68
123503,83942.77
123504,31015.66
123505,25647.55
123506,39889.25
123507,52967.20
123508,30443.98
123509,28031.69
123510,34073.20
123511,26444.69
123512,305694.85
123513,28969.37
123514,108992.41
123515,28154.59
123516,47167.42
123517,90415.81
123518,10053.36
123519,9695.06
123520,16305.08
123521,31206.78
123522,404491.05
123523,116162.76
123524,32395.65
123525,24453.51
123526,175648.87
123527,29862.18
123528,77509.17
123529,61863.56
123530,93974.72
123531,71775.96
123532,38883.47
123533,150130.18
123534,59406.47
123535,77984.33
123536,28328.70
123537,200485.73
123538,130376.26
123539,366014.27
123540,126522.70
123541,159994.30
123542,101706.83
123543,205271.26
123544,40976.05
123545,51414.99
